"Data","Dependencia Origem","Histórico","Data do Balancete","Número do documento","Valor",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111830","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111830","-30.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111831","-15.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111831","-12.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111831","-26.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111832","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111832","-18.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111832","-31.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111833","-9.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111833","-25.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111833","-3.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111834","-9.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111834","-19.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111834","-72.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111835","-9.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111835","-9.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111835","-45.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111836","-11.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111836","-36.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111836","-40.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111837","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111837","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111837","-37.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111838","-12.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111838","-21.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111838","-148.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111839","-12.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111839","-34.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111839","-2159.26",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111840","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111840","-20.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111840","-2203.45",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111841","-7.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111841","-17.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111842","-26.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111842","-21.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111843","-5.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111843","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111844","-9.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111844","-18.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111845","-10.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111845","-14.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111846","-7.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111846","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111847","-11.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111847","-26.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111848","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111848","-15.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111849","-20.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111849","-14.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111850","-16.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111850","-20.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111851","-49.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111851","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111852","-7.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111852","-14.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111853","-4.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111853","-17.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111854","-10.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111854","-19.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111855","-14.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111855","-32.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111856","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111856","-32.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111857","-11.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111857","-60.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111858","-9.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111858","-48.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111859","-26.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111859","-24.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111860","-21.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111860","-36.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111861","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111861","-25.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111862","-21.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111862","-21.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111863","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111863","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111864","-6.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111864","-11.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111865","-17.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111865","-30.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111866","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111866","-14.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111867","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111867","-24.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111868","-9.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111868","-17.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111869","-10.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111869","-35.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111870","-31.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111870","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111871","-9.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111871","-12.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111872","-10.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111872","-12.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111873","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111873","-18.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111874","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111874","-17.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111875","-10.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111875","-17.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111876","-14.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111876","-18.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111877","-9.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111877","-18.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111878","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111878","-14.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111879","-39.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111879","-15.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111880","-9.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111880","-10.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111881","-13.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111881","-9.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111882","-12.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111882","-43.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111883","-9.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111883","-6.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111884","-9.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111884","-20.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111885","-9.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111885","-47.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111886","-37.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111886","-18.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111887","-17.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111887","-2.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111888","-8.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111888","-51.30",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111889","-18.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111889","-23.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111890","-18.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111890","-39.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111891","-25.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111891","-37.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111892","-26.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111892","-22.50",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111893","-17.10",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111893","-25.20",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111894","-18.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111894","-68.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111895","-18.90",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111895","-32.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111896","-12.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111896","-23.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111897","-11.70",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111897","-30.60",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111898","-9.00",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111898","-50.40",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111899","-10.80",
"18/11/2025","","Pagamento de Impostos - GOV. PARANA-SEFA - GR-PR","","111899","-9.00",
"18/11/2025","","Resgate BB CDB DI - BB CDB DI","","98","38500.00",
"19/11/2025","2748-0","Dep dinheiro inter ag - 2748-00-UBATUBA-UBATUBA,SP","","27481418000094","5225.10",
"19/11/2025","","Resgate BB CDB DI","18/11/2025","1010063675719","26.95",
"19/11/2025","","Pix - Recebido - 19/11 11:49 41864674000111 AL COMERCIO","","191149006774171","1025.10",
"19/11/2025","","Pix - Recebido - 19/11 12:19 00021278722823 SEBASTIAO O","","191219086665972","1210.00",
"19/11/2025","","Pix - Recebido - 19/11 18:26 00010437869962 LEONARDO AN","","191826163938222","12500.00",
"19/11/2025","","Pix - Recebido - 19/11 19:36 00035148375892 ROGERIO ROD","","191936317476472","3020.10",
"21/11/2025","","Pix - Recebido - 20/11 17:05 30341926000101 CADU AUTO P","","201705362523881","3415.20",
"21/11/2025","","Pix - Recebido - 21/11 10:49 09010234000194 CESAR RAFAE","","211049571913031","38985.30",
"21/11/2025","","Pix - Recebido - 21/11 13:09 17106732818 PAULO CORREA D","","211309554582801","4805.10",
"24/11/2025","","Pix - Recebido - 24/11 13:19 13611838000163 E.A. DA SIL","","241319561131372","39800.00",
"25/11/2025","1844-9","Transferência recebida - 25/11 17:09 EDEVAL PEREIRA DE SOUZA","","601844000017564","5000.00",
"25/11/2025","","Pix - Recebido - 25/11 13:02 00037847141884 ELISON ROSS","","251302247327082","1800.00",
"25/11/2025","","Pix - Recebido - 25/11 16:01 00041321532822 FERNANDO BR","","251601009307652","2050.20",
"25/11/2025","","Pix - Recebido - 25/11 17:01 13611838000163 E.A. DA SIL","","251701274333691","4000.00",
"25/11/2025","","Pix - Enviado - 25/11 10:33 MAYCON RODRIGO DA SILVA","","112501","-162.00",
"25/11/2025","","Pix - Enviado - 25/11 10:35 S. O. S. AUTO PECAS","","112502","-4293.00",
"25/11/2025","","Pix - Enviado - 25/11 10:36 Jarina Muniz Nascimento","","112503","-89.10",
"25/11/2025","","Pix - Enviado - 25/11 10:44 ANA JULIA DE BIAGI CASCAL","","112504","-453.60",
"26/11/2025","218-6","Transferência recebida - 26/11 17:19 LAZARO FERNANDO CARVALHO","","520218000029063","17000.00",
"26/11/2025","","Pix - Recebido - 26/11 08:48 00073889911900 EDEVAL PERE","","260848017291022","7531.00",
"26/11/2025","","Pix - Recebido - 26/11 16:17 21278722823 SEBASTIAO ONOF","","261617588469291","0.20",
"26/11/2025","","Pix - Recebido - 26/11 17:07 51372423000173 GUARULHOS C","","261707399637071","1203.75",
"26/11/2025","","Pix - Recebido - 26/11 17:07 51372423000173 GUARULHOS C","","261707402679752","31664.10",
"26/11/2025","","Pix - Enviado - 26/11 17:04 LAZARO FERNANDO DE CARVAL","","112601","-17000.00",
"26/11/2025","","Pix - Enviado - 26/11 17:16 LAZARO FERNANDO DE CARVAL","","112602","-17000.00",
"27/11/2025","218-6","Transferência enviada - 27/11 16:25 LAZARO FERNANDO CARVALHO","","520218000029063","-13350.00",
"28/11/2025","218-6","Transferência enviada - 28/11 10:10 LAZARO FERNANDO CARVALHO","","520218000029063","-12000.00",
"28/11/2025","218-6","Transferência enviada - 28/11 16:09 LAZARO FERNANDO CARVALHO","","520218000029063","-2150.00",
"28/11/2025","","Pix - Enviado - 28/11 14:45 VANDERLEI CAMPANHARO","","112801","-15917.80",
"28/11/2025","","Pix - Enviado - 28/11 14:47 GRUPO CARVALHO","","112802","-3668.14",
"28/11/2025","","TRANSF.RECURSO E I - Cobrança referente 28/11/2025","","873321100116129","-2.60",
"28/11/2025","","TRANSF.RECURSO E I - Cobrança referente 28/11/2025","","873321100116130","-2.60",
"30/11/2025","","S A L D O","","0","94531.06",
